video_id,title,channel_title,channel_id,published_at,category_id,thumbnail,view_count,like_count,comment_count
N42NpkSlqdM,Así es trabajar en AMAZON: ¡todos los secretos de ALEXA+! 🤖,Luisito Comunica,UCECJDeK0MNapZbpaOzxrUPA,2026-05-25T19:07:34Z,24,https://i.ytimg.com/vi/N42NpkSlqdM/default.jpg,3010709,56401,1544
XOAkWtXGr68,Mini JBL Round Speaker Full Volume Test,Ayansh Chauhan,UC9YM5nhvDo0A33m9ZEl_TGA,2026-05-12T03:08:22Z,22,https://i.ytimg.com/vi/XOAkWtXGr68/default.jpg,8659708,86226,21
I9kj6iik9os,Si tienes una Alexa... TEN CUIDADO,Alan,UCt7HwLLBDRcNnPgZD0KkTQw,2026-05-29T17:21:20Z,24,https://i.ytimg.com/vi/I9kj6iik9os/default.jpg,468115,26756,164
OXtQDYgl6mg,Cuando llega el de la laptop gamer 😂#LaptopGamer #Gaming #Humor,Pixel-Lap,UCo4XDzMUtey0NV-6wC1IT6w,2026-05-26T01:00:32Z,28,https://i.ytimg.com/vi/OXtQDYgl6mg/default.jpg,577580,52085,841
9ghSOdKbLZE,⚡ Galaxy S26 Ultra vs iPhone 17 – EXTREME BOOT TEST 🔥,TECH_KANAK,UCalt5KSNgA9vIDXik6vYvWQ,2026-05-21T08:09:32Z,28,https://i.ytimg.com/vi/9ghSOdKbLZE/default.jpg,10636235,363345,1428
iJns2m-Ra3A,Las granjas de teléfonos en China son UNA LOCURA 🤪📱,Pister Viral,UCDO2f95ORZAgKv6-iY85c0A,2026-05-31T01:44:49Z,22,https://i.ytimg.com/vi/iJns2m-Ra3A/default.jpg,162076,15536,198
jiOggr8AoHo,¡Este error puede DAÑAR tu televisor! #datoscuriosos,Soy Juan,UCk87cgrytghCLQCZ_zmcYKQ,2026-05-22T01:00:14Z,24,https://i.ytimg.com/vi/jiOggr8AoHo/default.jpg,1027552,38516,105
KIypXtlCqeE,"Introducing the ""VitaWear SmartBand,"" a next-generation wearablegadget #shortsfeed #trending #viral",AD ARIF,UCLMIc2Q8UMS22nNL9PoQclg,2026-05-24T00:00:10Z,22,https://i.ytimg.com/vi/KIypXtlCqeE/default.jpg,10330448,727566,1651
U0CtUvVrI9c,iPhone 17 Pro Max Cosmic Orange 📱 🔥#noads #tiktok #usa,BeatboxTomi,UCs225CSfSuGmyADgQaXBoLQ,2026-05-19T12:31:04Z,22,https://i.ytimg.com/vi/U0CtUvVrI9c/default.jpg,12807842,381711,2316
B20fG_XwXOQ,¡Nunca Dejes Tu Teléfono Sin Revisar Esto!,Gravity,UCnNR3HRoNsKNY5X5v9-ymlw,2026-05-30T18:00:14Z,24,https://i.ytimg.com/vi/B20fG_XwXOQ/default.jpg,102150,2193,5
D23v1WvSsVY,"Cositas, mantenimiento gratis todo Mayo por la compra de un componente #limaperu #cyberplaza#pcgamer",Team CGS,UCv2I3TRTfGokkAQ9ADFnNxA,2026-05-23T03:00:06Z,24,https://i.ytimg.com/vi/D23v1WvSsVY/default.jpg,986840,49761,431
U5R6KssZ7_M,Instant Camera Hack: Turning Polaroid Flash into a Filter,Eager Explorer,UCqford0faS_3MOCGCBODDjQ,2026-05-31T16:00:05Z,22,https://i.ytimg.com/vi/U5R6KssZ7_M/default.jpg,104545,5209,3
xYbd9zPJ9sg,Compre dos televisores al reciclador #casaphone #tv,CASAPHONE,UC9Gi0HhJzinAwEDK2WchObw,2026-05-29T00:50:59Z,22,https://i.ytimg.com/vi/xYbd9zPJ9sg/default.jpg,321614,12314,263
bXhsrsO-5ug,Humanizando un celular! Un nubia Neo 5 GT 5  #ElEquipoDel10 #nubiaNeo5series,Tani Pinta,UCr5VQeISyfF35j6ZUchwwZA,2026-05-30T21:58:28Z,24,https://i.ytimg.com/vi/bXhsrsO-5ug/default.jpg,186979,28541,346
2peNaRGDq1g,Me pedí un telefono MUUY GAMER de internet 🫢,Mac669,UCb-9gJTwtEEhIITDubikHfg,2026-05-26T01:30:01Z,28,https://i.ytimg.com/vi/2peNaRGDq1g/default.jpg,367180,19239,109
ijMVzHj-BdE,Reparación de PS5 que no se conecta a Internet #reparacion  #ps5 #ps4 #serviciotecnico #playstation,SCUF PE,UCljMJg2iKkYmCT1EsYnCcBQ,2026-05-28T00:15:16Z,20,https://i.ytimg.com/vi/ijMVzHj-BdE/default.jpg,301501,36022,482
5p2TE-NN100,El iPhone del FUTURO,Ianzech,UCmzW-KFiCrMfmvzUCjoSmUA,2026-05-24T01:16:28Z,22,https://i.ytimg.com/vi/5p2TE-NN100/default.jpg,550892,22233,60
b6-y0U7GdlM,World's smallest 4k headset 😎 Visor.com #tech #vr #technology #virtualreality #michaeljackson,Immersed,UCGmuLwV0XD_uqL4wKZg4hgA,2026-05-27T19:19:05Z,28,https://i.ytimg.com/vi/b6-y0U7GdlM/default.jpg,868108,14750,35
2dJJokCRU2Q,MI PRIMER Y ÚLTIMO SAMSUNG!!!,Tecnonauta,UCFOSg71CRAJ58IPuV_-jMbw,2026-05-27T17:00:09Z,24,https://i.ytimg.com/vi/2dJJokCRU2Q/default.jpg,330665,23057,527
4gguojLlRHk,Así funciona el código QR ☝️,Eze Martínez IRL,UCKAay8tgsF3tFxD7BWx9XHQ,2026-05-22T21:01:45Z,28,https://i.ytimg.com/vi/4gguojLlRHk/default.jpg,82384,7611,27
jwqhqvP5FVo,The weirdest keyboard I’ve ever seen 😳 #keyboard #strangethings #splitkeyboard #weirdtech,_de_alina,UC9Bw2rPsLNcFTW4lcRuoubg,2026-05-31T09:19:29Z,22,https://i.ytimg.com/vi/jwqhqvP5FVo/default.jpg,122235,1417,3
9N3HLsDDmes,Hielo vs. FPS,Ferri,UCZ6mgq4UrSZzANty3pVWHwA,2026-05-21T22:00:07Z,20,https://i.ytimg.com/vi/9N3HLsDDmes/default.jpg,565755,36952,272
hPkiKsQu6mI,Mi iPad se rompió otra vez 😥#art #ipad #viral #drawing #minecraft #fyp #creeper #gaming #challenge,Dibujando Chill,UC2d1ik8Lr3D5_vpjkNDYteA,2026-05-29T23:07:55Z,22,https://i.ytimg.com/vi/hPkiKsQu6mI/default.jpg,45353,1062,28
o5AwfjR8tqM,¡MI NUEVO ROBOT EMO CON IA. SABÍA DEMASIADO!,Timon se ha Vuelto Loco,UCIJnfRUKUPHdu15sl6HqViQ,2026-05-30T20:00:40Z,24,https://i.ytimg.com/vi/o5AwfjR8tqM/default.jpg,290585,3618,142
1ih_PUvef2Q,iPhone 17 pro max cosmic orange 📱🔥#noads #shorts #usa,Beatboxing nooty ,UC6S4MF5q-POYIm4YcCwy3Rg,2026-05-24T14:57:50Z,22,https://i.ytimg.com/vi/1ih_PUvef2Q/default.jpg,1835622,35072,153
mQnuvlOjycY,🤯 ¿MEZCLA DE SWITCH Y PS5? Analizo el vídeo de esta consola barata,unGamer,UCRc1_6DNF9qpad-lR95S-3w,2026-05-26T20:00:36Z,20,https://i.ytimg.com/vi/mQnuvlOjycY/default.jpg,167968,16331,327
I8qRKwgjIKE,Curso GRATIS IA - Día 1 - ChatGPT ha cambiado: actualízate,Inteligencia Artificial,UCl5-lvQyfILb-l2abPk4Ntg,2026-05-26T19:30:56Z,28,https://i.ytimg.com/vi/I8qRKwgjIKE/default.jpg,293242,29422,1454
puGKy7OLI40,"Ataptador integrante con desconexión automático, hasta 140w#adaptador#adaptadorinteligente#",Nouhome_es,UCTnBDx0M_oMBZr9L5X9QETQ,2026-05-21T18:24:45Z,22,https://i.ytimg.com/vi/puGKy7OLI40/default.jpg,705756,40390,822
smdJPTJq93w,"Introducing the ""vitawear smartband,"" anext-generation wearable gadget #shortsfeed #trending",View Problem 5M,UCxkdp68NpGZNaccKK7QJaBg,2026-05-23T02:30:37Z,22,https://i.ytimg.com/vi/smdJPTJq93w/default.jpg,3173789,246242,563
ExbeffcxCjQ,Intenté reparar una TV y se complicó,Tecnitips,UChO1Y5H2XtXF7QAxHlremVQ,2026-05-24T02:37:50Z,22,https://i.ytimg.com/vi/ExbeffcxCjQ/default.jpg,583877,41875,765
f1aiwopDm_4,Seguidor me pide TRAPEAR su PS5 #youtubeshorts #trending #ps5 #gta6,Seutecnics,UCrV8R_Y_xXCpsGfIeFVbwdA,2026-05-25T00:02:04Z,24,https://i.ytimg.com/vi/f1aiwopDm_4/default.jpg,267437,17934,377
4yNsD45vB9c,CODIGO DE COLORES,TOYOTA.,UCM3VCTCcCO4Yh5ukY5Pk6Dg,2026-05-18T13:27:59Z,22,https://i.ytimg.com/vi/4yNsD45vB9c/default.jpg,818305,77704,321
xW_HZQ5DWUQ,Por qué Apple le debe dinero a todos los que compraron el iPhone Pro Max Turbo?,Khe! de Ketz,UCBX7gP5Mxs__4S0SSEFvQAw,2026-05-17T04:59:52Z,24,https://i.ytimg.com/vi/xW_HZQ5DWUQ/default.jpg,1314695,47496,253
8HgT4RuuPKo,💁‍♀️🤯 Estos atajos de teclado te salvarán en el trabajo 💻✨ #LifeHacks #Viral #Shorts,Chica Cute,UCH4HIEGhVcH8zvCuZA7J7Sg,2026-05-27T15:57:22Z,22,https://i.ytimg.com/vi/8HgT4RuuPKo/default.jpg,161598,12068,41
VY80zoXq8OY,Como Hacer Letra S Pro #shorts,Fredy 4K,UCqRxWQHFyjoLGuMTPqXdb9g,2026-05-11T19:30:48Z,24,https://i.ytimg.com/vi/VY80zoXq8OY/default.jpg,2757469,88548,226
wsqwkfece6k,JBL Go pipe jumping drop puliya water speaker testing,Crazybasstest,UCIXs-OYVBMOUgqiRl77ZyCw,2026-05-13T09:30:22Z,22,https://i.ytimg.com/vi/wsqwkfece6k/default.jpg,21374926,231287,148
oYkATSlgl2g,GOOGLE OMNI - Explicado fácil #ia #ai #chatgpt #bigdata #data #gemini,maxmaxdata,UC0nvCwGLmrKFZ6phJ19BoYQ,2026-05-27T07:16:38Z,28,https://i.ytimg.com/vi/oYkATSlgl2g/default.jpg,180916,31300,485
